GeneSymbol,MedianRank,N_Datasets,Up_Count,Down_Count,Direction,AllRanks
HOOK2,-0.8237693113459057,4,0,4,Down,"-0.24,-0.23,-1.41,-1.94"
LOC100912450 /// LOC100912609 /// RGD1560652 /// SMCO3,-0.8241719596822629,2,0,2,Down,"-0.01,-1.64"
NUDT11,-0.8242512538657568,4,0,4,Down,"-0.46,-0.94,-2.36,-0.71"
LOC100909441 /// LOC100910937 /// TUBA1A /// TUBA1B /// TUBA1C,-0.8246737738212451,2,0,2,Down,"-1.11,-0.54"
CYS1,-0.8251632842385024,4,2,2,Down,"1.05,0.28,-2.54,-1.93"
BAG5,-0.8251717619394856,4,1,3,Down,"-0.55,-1.10,-1.54,2.41"
AR,-0.8251791034450793,4,1,3,Down,"-0.07,0.49,-1.58,-2.12"
GPR176,-0.8251878976788747,4,0,4,Down,"-0.93,-0.03,-4.47,-0.72"
ARID1B,-0.8256299566264388,5,0,5,Down,"-0.50,-0.83,-0.80,-4.32,-1.41"
LOC102553502 /// LOC102557181,-0.8263122258370451,2,1,1,Down,"0.41,-2.06"
SERAC1,-0.8265303838001729,4,2,2,Down,"0.18,1.59,-4.15,-1.84"
LOC102549269,-0.8271060118374085,2,1,1,Down,"-4.85,3.20"
RGD1305347,-0.8277753124512801,2,0,2,Down,"-0.50,-1.16"
ERMARD,-0.8277799939909734,4,2,2,Down,"0.64,-3.77,1.03,-2.29"
EEF2K,-0.8280628024568137,4,1,3,Down,"-0.21,-3.03,3.68,-1.45"
USP13,-0.8282714274324781,4,1,3,Down,"-0.11,-1.55,-2.80,0.43"
RGD1563701,-0.8283628701821595,2,0,2,Down,"-0.20,-1.46"
ATAT1,-0.8284055923749776,4,1,3,Down,"-0.38,-1.28,2.96,-1.28"
RCN2,-0.8289554017210211,4,1,3,Down,"-0.28,1.04,-1.38,-4.23"
OVCA2,-0.8291141061260179,2,1,1,Down,"-1.67,0.01"
PKD1,-0.8295050743843051,4,1,3,Down,"1.13,-0.56,-3.58,-1.10"
PWWP2B,-0.8296038742522645,4,0,4,Down,"-0.16,-0.97,-0.69,-2.97"
RGS9,-0.8298451646485678,4,0,4,Down,"-0.23,-0.22,-1.43,-6.99"
VIP,-0.8302202557003744,4,1,3,Down,"-0.10,0.26,-1.56,-3.82"
LSM7,-0.8303411028455119,4,1,3,Down,"-0.90,-5.80,-0.76,3.36"
PFKFB2,-0.8308947930960141,4,2,2,Down,"1.09,3.24,-3.51,-2.76"
IL1RAPL2,-0.8311259740548598,2,1,1,Down,"-2.38,0.71"
RNF167,-0.8314418907658994,4,2,2,Down,"0.10,1.28,-2.06,-1.77"
MTERF3,-0.831581100833928,2,1,1,Down,"2.34,-4.01"
POU1F1,-0.8316694834694917,3,1,2,Down,"0.01,-1.31,-0.83"
IRF2BP1,-0.8323585885493827,4,0,4,Down,"-1.10,-0.07,-3.72,-0.56"
SLC25A10,-0.8323693254739687,4,1,3,Down,"-0.46,-1.21,1.77,-4.67"
MIA3,-0.8324286200184366,3,0,3,Down,"-0.31,-0.83,-3.22"
FOLH1,-0.8325845999548962,4,1,3,Down,"0.46,-0.12,-1.54,-3.57"
ZFP532,-0.8328877617286922,3,1,2,Down,"0.74,-2.74,-0.83"
LOC102557529,-0.8331580138250356,2,0,2,Down,"-0.53,-1.14"
TMEM8C,-0.8336493022674355,2,0,2,Down,"-1.63,-0.04"
RBAK,-0.8338542308067249,4,1,3,Down,"0.16,-0.63,-1.04,-3.21"
GRM7,-0.8338588179704929,4,1,3,Down,"-1.54,0.09,-7.38,-0.13"
PRKG1,-0.8339834641477069,2,1,1,Down,"-2.35,0.68"
SRL,-0.8340920990518492,3,0,3,Down,"-0.83,-0.44,-0.96"
FAM151B,-0.8341015030195226,4,1,3,Down,"-0.40,1.34,-1.27,-3.71"
PNPLA6,-0.8341300178814016,4,0,4,Down,"-0.54,-0.48,-1.13,-1.36"
FGF11,-0.8344629260188301,4,0,4,Down,"-2.43,-0.08,-0.56,-1.11"
HR,-0.8347359335949647,4,1,3,Down,"-2.29,0.22,-1.01,-0.66"
BAG6,-0.8350679332811084,4,1,3,Down,"-1.13,0.54,-1.25,-0.54"
KPRP,-0.8363320421729942,3,0,3,Down,"-1.66,-0.84,-0.12"
LOC102556972,-0.836503194929213,2,1,1,Down,"-2.20,0.52"
SLC19A3,-0.8367333435540976,2,1,1,Down,"-1.78,0.10"
CALCR,-0.8367560412534363,4,1,3,Down,"0.13,-0.33,-1.47,-1.34"
CHIA,-0.837362340901006,3,1,2,Down,"-1.62,-0.84,0.06"
ZBTB47,-0.8375802340005417,3,0,3,Down,"-0.84,-3.45,-0.54"
A1BG,-0.8377468937812622,2,1,1,Down,"-2.85,1.18"
CNR1,-0.8386610941350007,4,0,4,Down,"-0.17,-0.06,-4.33,-1.51"
GLP1R,-0.8388397034548264,4,1,3,Down,"-0.71,0.40,-0.98,-0.97"
LONP2,-0.8389278007339573,4,0,4,Down,"-0.86,-0.34,-0.82,-1.33"
MTUS1,-0.8389329907345329,4,1,3,Down,"-0.27,-2.28,4.43,-1.41"
CNKSR1,-0.839164226695142,4,1,3,Down,"7.45,-2.34,-1.65,-0.03"
RASL10B,-0.8391748876535966,4,1,3,Down,"-4.77,-1.61,-0.06,0.05"
RAB11FIP2,-0.8392611520096717,4,1,3,Down,"-1.15,-0.53,-1.65,1.41"
ANKK1,-0.8402543623400527,2,0,2,Down,"-0.09,-1.59"
AMN,-0.8407966670186852,3,1,2,Down,"-0.84,-0.99,0.26"
BTNL5 /// BTNL7 /// BTNL8 /// LOC100911938 /// LOC100911983 /// LOC100912021,-0.8409995473293015,2,0,2,Down,"-1.19,-0.49"
ORC5,-0.8410192794320124,4,1,3,Down,"0.15,-3.39,-0.57,-1.12"
AP5S1,-0.841022653742928,4,0,4,Down,"-0.55,-2.05,-0.37,-1.13"
NRD1,-0.8412917804452134,3,0,3,Down,"-0.36,-1.77,-0.84"
BAALC,-0.8417027810236097,4,2,2,Down,"-1.80,0.11,-2.54,2.00"
GZMC /// LOC100911163 /// RGD1560650 /// RGD1563645,-0.8417791111056196,2,0,2,Down,"-1.17,-0.51"
PQBP1,-0.8417823670925997,4,0,4,Down,"-1.39,-1.78,-0.29,-0.02"
GRINA,-0.8424009817887151,4,2,2,Down,"-1.71,1.59,-1.86,0.02"
KCNG2,-0.8426632262351164,4,2,2,Down,"0.19,0.08,-1.76,-2.02"
HCRTR1,-0.8429232154292566,4,1,3,Down,"-1.40,-0.29,-2.59,0.98"
RPAP1,-0.8432898263755007,4,0,4,Down,"-0.48,-0.52,-1.21,-1.16"
ZBTB9,-0.8439713634718897,3,0,3,Down,"-1.77,-0.84,-0.80"
GNA11,-0.8441295584050718,4,1,3,Down,"-1.18,-0.51,-2.89,1.15"
RSPH3,-0.8443428337202318,3,1,2,Down,"4.97,-0.84,-2.09"
LIMD2,-0.844918018174599,4,1,3,Down,"-3.06,-0.15,5.48,-1.54"
CDC40,-0.8452217319955322,4,2,2,Down,"0.11,0.94,-1.80,-3.45"
HTATSF1,-0.8461971918165696,4,0,4,Down,"-0.65,-0.24,-2.10,-1.04"
CDH15,-0.8462475394851671,4,2,2,Down,"0.27,0.20,-2.05,-1.89"
KANSL1,-0.8467090681539049,4,2,2,Down,"0.23,2.40,-2.14,-1.92"
EFHD1,-0.8468467059802809,4,0,4,Down,"-0.99,-2.84,-0.70,-0.70"
NMUR1,-0.8468492591710199,3,1,2,Down,"-2.03,-0.85,0.00"
ALDOB,-0.847586515577964,4,1,3,Down,"0.42,-0.72,-0.97,-1.73"
HIBADH,-0.848000608778763,4,1,3,Down,"-0.50,-4.21,2.10,-1.19"
CES5A,-0.8481676138656036,4,1,3,Down,"0.61,-0.40,-2.23,-1.30"
FAM71E1,-0.8491946896109361,3,1,2,Down,"0.26,-0.85,-2.94"
CLEC2D,-0.8500143709914714,4,1,3,Down,"-0.85,-8.11,-0.85,0.01"
LOC102555391,-0.8500586583389841,2,1,1,Down,"-1.96,0.26"
LOC100912560,-0.8500773898833424,2,0,2,Down,"-1.59,-0.11"
SLC24A1,-0.8504231055860471,4,1,3,Down,"2.43,-0.71,-1.33,-0.99"
IGF2,-0.8506523809166324,3,1,2,Down,"-3.36,4.52,-0.85"
PHACTR3,-0.8508588654121142,4,1,3,Down,"-6.32,-0.51,-1.19,1.13"
KCNT1,-0.8517116037684287,4,0,4,Down,"-0.45,-0.01,-4.52,-1.26"
NDUFV2,-0.851729371173416,4,1,3,Down,"-1.15,-0.56,-2.39,0.64"
ZFAND6,-0.8520460639911784,4,2,2,Down,"-2.55,0.66,3.25,-2.36"
PMPCB,-0.8520942646165054,4,1,3,Down,"0.18,-3.28,-0.14,-1.56"
OGDHL,-0.8523712386497606,2,1,1,Down,"-2.05,0.34"
NEMF,-0.8525125850731505,4,2,2,Down,"0.65,0.42,-2.12,-3.36"
PINLYP,-0.8527511405852674,2,0,2,Down,"-1.62,-0.09"
LOC102549786,-0.8530613945671894,2,0,2,Down,"-1.33,-0.37"
PDK2,-0.8531498119049492,4,1,3,Down,"-0.77,0.06,-3.07,-0.94"
DMGDH,-0.8534240835431356,4,0,4,Down,"-0.18,-0.41,-1.30,-1.65"
MYH3,-0.8534663476913008,4,2,2,Down,"0.44,-3.09,-2.02,0.31"
FAM43B,-0.8534755063632147,4,1,3,Down,"-1.43,-0.28,-4.22,2.58"
PCDHB13,-0.8536472535822509,2,1,1,Down,"-1.79,0.08"
MRPL20,-0.8537600738308617,4,1,3,Down,"-0.52,-6.87,-1.19,0.61"
AQP8,-0.8537730972518787,3,1,2,Down,"-0.85,-1.74,0.26"
PSMC5,-0.8538448192366906,4,1,3,Down,"-0.97,-0.74,-2.83,0.59"
FRMPD4,-0.8544482593757763,2,1,1,Down,"-1.94,0.23"
HPCAL1,-0.8545068295453835,4,0,4,Down,"-2.42,-0.88,-0.83,-0.48"
WBP1,-0.8547615164583838,3,1,2,Down,"-0.85,1.02,-2.13"
RWDD2B,-0.855015471343672,4,0,4,Down,"-1.35,-0.36,-2.63,-0.09"
SLC25A53,-0.8552321885810337,2,0,2,Down,"-0.09,-1.62"
HES1,-0.8553658805042775,4,1,3,Down,"-0.60,-1.11,-1.75,2.46"
TNKS1BP1,-0.855452471525968,4,1,3,Down,"-0.47,-1.24,-3.09,1.32"
LOC100360002 /// USMG5,-0.8554591181733325,2,1,1,Down,"-3.55,1.84"
PIGY,-0.8556500401981898,2,1,1,Down,"-2.62,0.91"
CTNND2,-0.8562187399790931,4,1,3,Down,"-1.63,0.63,-2.37,-0.08"
LRPAP1,-0.8562366415256614,4,2,2,Down,"-3.23,1.05,1.70,-2.77"
AURKC,-0.8565371067377153,4,2,2,Down,"1.48,0.44,-3.14,-2.15"
KLK10,-0.8565566538870458,3,0,3,Down,"-0.47,-0.87,-0.86"
SLC9A3,-0.8565932553067264,4,2,2,Down,"0.08,0.28,-1.79,-2.23"
SETD6,-0.8566502833426121,4,2,2,Down,"0.71,0.30,-4.59,-2.01"
NRG2,-0.8576611105770215,4,2,2,Down,"0.41,0.09,-2.86,-1.81"
CNPY1,-0.8576811493348272,2,0,2,Down,"-0.68,-1.04"
LOC102553541,-0.8577451469307391,2,0,2,Down,"-0.92,-0.80"
KLHL4,-0.8578933469048523,4,0,4,Down,"-0.15,-0.58,-1.13,-3.51"
LOC501406,-0.8586523678894442,2,0,2,Down,"-0.09,-1.63"
VOM2R44 /// VOM2R46,-0.8586532408329406,2,0,2,Down,"-1.03,-0.69"
GOLGA3,-0.8590410621881668,2,1,1,Down,"0.05,-1.77"
GK,-0.8590887930910692,3,1,2,Down,"2.81,-0.86,-3.26"
EGR4,-0.8591714429914195,4,2,2,Down,"-1.73,0.25,-6.62,0.01"
SOBP,-0.8591956060361936,4,1,3,Down,"-1.52,0.41,-2.81,-0.20"
COL1A2,-0.8593939921088167,4,1,3,Down,"-1.18,-0.57,6.23,-1.15"
RBM12B,-0.8595733884627824,3,0,3,Down,"-0.86,-0.70,-3.06"
PGAP3,-0.8596735353157011,4,0,4,Down,"-0.45,-4.36,-0.87,-0.85"
ESYT3,-0.8598437376740059,4,1,3,Down,"0.92,-0.21,-5.39,-1.51"
PDGFB,-0.8598793591774225,2,1,1,Down,"1.06,-2.78"
SGSH,-0.8600239696273555,2,0,2,Down,"-0.34,-1.38"
CYP19A1,-0.8608738070852172,3,0,3,Down,"-0.19,-0.86,-1.50"
PDE9A,-0.860928478446096,4,1,3,Down,"-1.23,-1.30,-0.49,3.64"
ZBTB43,-0.8613418039599526,4,1,3,Down,"0.78,-0.44,-3.25,-1.28"
CLCN3,-0.8622558138763873,4,1,3,Down,"-0.11,4.57,-1.62,-2.17"
GNAL,-0.8629208781289479,2,0,2,Down,"-0.94,-0.79"
CLPB,-0.863071674693341,4,0,4,Down,"-0.10,-1.10,-2.32,-0.62"
KIF2A /// RGD1559908,-0.8632834500056842,2,1,1,Down,"-2.04,0.31"
CAMSAP1,-0.86346617399732,4,1,3,Down,"0.19,-0.77,-4.54,-0.95"
HHIPL1,-0.8638854446174382,4,2,2,Down,"0.44,0.29,-2.02,-3.18"
CHD6,-0.8639040971661244,4,1,3,Down,"0.22,-0.30,-1.42,-2.10"
LOC100909409 /// LOC102548412 /// LOC102557407,-0.863948334623639,2,0,2,Down,"-0.58,-1.14"
CMTM2A,-0.8641048087283036,2,1,1,Down,"-1.83,0.11"
LOC498675,-0.8643056303755086,2,1,1,Down,"-2.57,0.84"
TMEM55B,-0.8644371901206828,3,0,3,Down,"-0.86,-0.23,-0.95"
ALKBH7,-0.8645340601227632,4,1,3,Down,"-1.63,-3.67,1.52,-0.10"
GDE1,-0.8646169626310771,4,1,3,Down,"-1.53,5.91,-1.45,-0.28"
DDX28,-0.8647103977808203,4,1,3,Down,"-0.59,-3.21,-1.14,0.23"
PSIP1,-0.8651234982341625,4,0,4,Down,"-1.07,-0.54,-2.30,-0.66"
CLEC2L,-0.8651539769231829,3,1,2,Down,"-5.61,0.22,-0.87"
LOC100363248,-0.8652275310069364,2,1,1,Down,"-3.63,1.90"
ARHGEF7,-0.8652942063653881,4,2,2,Down,"0.16,-2.78,-1.89,2.10"
ACSL4,-0.8653310187551086,4,2,2,Down,"-1.97,5.33,-3.59,0.24"
LAMTOR1,-0.8654813599735853,2,0,2,Down,"-0.96,-0.77"
CTSR,-0.8655691364933173,2,0,2,Down,"-0.83,-0.90"
BGLAP,-0.8657690944362044,2,1,1,Down,"-2.36,0.63"
DSC3,-0.8660606513107516,2,0,2,Down,"-0.78,-0.95"
ANKRD13B,-0.8670621736444155,4,0,4,Down,"-0.25,-1.29,-1.47,-0.44"
GABRR3,-0.8670835017642945,2,0,2,Down,"-1.19,-0.55"
CBR1,-0.8671364231947725,2,1,1,Down,"-2.31,0.58"
LOC102549069,-0.86780114363686,2,0,2,Down,"-0.47,-1.26"
RPS26,-0.8679656217882288,2,1,1,Down,"0.17,-1.91"
POLL,-0.8680897926216303,4,1,3,Down,"-1.24,0.22,-0.50,-1.83"
NREP,-0.8688765388776122,4,1,3,Down,"-4.45,-0.65,1.55,-1.09"
ALCAM,-0.8694030267820892,4,1,3,Down,"-1.09,5.82,-0.65,-1.35"
GAD1,-0.8697477509519601,4,1,3,Down,"-0.66,0.55,-3.39,-1.08"
INSIG1,-0.8700765131252288,4,1,3,Down,"-1.13,-0.61,-7.71,1.52"
MLYCD,-0.8712497452898614,4,0,4,Down,"-0.96,-3.58,-0.78,-0.64"
LOC102551542,-0.8714690513713456,2,0,2,Down,"-0.24,-1.50"
LOC102555037,-0.8717474086486858,2,0,2,Down,"-1.31,-0.43"
EIF1,-0.8719060395308968,4,2,2,Down,"0.16,-1.90,-4.08,3.25"
KCNK3,-0.8721601963683442,4,0,4,Down,"-0.26,-0.68,-2.15,-1.06"
CYP11B1 /// CYP11B2 /// CYP11B3 /// LOC100910462,-0.8728391852152588,2,0,2,Down,"-1.59,-0.15"
DIRAS1,-0.8731199459162987,4,1,3,Down,"-2.68,0.71,-1.71,-0.04"
ATAD1 /// LOC100910983,-0.8733838873307085,2,1,1,Down,"-1.92,0.17"
PRSS57,-0.8743105853472949,2,0,2,Down,"-1.37,-0.37"
SPNS1,-0.8745991473448806,4,1,3,Down,"-0.27,0.10,-3.33,-1.48"
CDK5R1,-0.8746761405045693,4,1,3,Down,"-1.14,1.84,-3.05,-0.61"
AFF2,-0.8747630693776564,4,1,3,Down,"-1.50,0.03,-2.41,-0.25"
ARL6,-0.8748519500467575,4,0,4,Down,"-0.89,-0.84,-3.35,-0.86"
ASIC4,-0.874944549723599,4,1,3,Down,"-0.40,0.64,-1.35,-6.00"
KCNA3,-0.875407985978608,4,2,2,Down,"1.52,-1.96,-3.14,0.21"
LOC100911172,-0.8761981421611953,2,0,2,Down,"-0.89,-0.86"
TMEM74B,-0.8764262628967019,4,1,3,Down,"0.27,-0.45,-3.94,-1.30"
PRP15,-0.877260291832194,2,0,2,Down,"-1.49,-0.26"
MCCC1,-0.877482497838064,4,2,2,Down,"2.21,-6.68,0.91,-2.67"
LOC102546599,-0.8776672201693387,2,0,2,Down,"-0.77,-0.98"
MON1A,-0.877728779480456,4,0,4,Down,"-0.96,-0.58,-3.34,-0.80"
FAM161B,-0.8777917340413274,2,0,2,Down,"-0.01,-1.75"
PIWIL2,-0.8779734974966109,4,1,3,Down,"4.72,-0.19,-2.27,-1.57"
EFNA5,-0.878125442887551,4,0,4,Down,"-0.06,-0.10,-1.78,-1.66"
PRR24,-0.8784594882029841,2,0,2,Down,"-0.68,-1.08"
KIF3B,-0.8786343517974619,4,0,4,Down,"-1.13,-0.01,-3.93,-0.63"
NRDE2,-0.8786391141685767,2,0,2,Down,"-1.00,-0.76"
SVIP,-0.878934757630227,3,1,2,Down,"-0.88,-2.26,0.61"
PKHD1,-0.8797875463495375,2,1,1,Down,"0.49,-2.25"
LOC102546843,-0.8802207057705992,2,0,2,Down,"-1.31,-0.45"
LOC685590 /// PIK3CA,-0.880810216149864,2,1,1,Down,"-3.48,1.72"
GSTK1,-0.8808361296785439,4,1,3,Down,"-0.65,-4.82,2.25,-1.11"
TMEM129,-0.8809518448650455,2,0,2,Down,"-0.59,-1.18"
KLKB1,-0.8810238132097884,3,1,2,Down,"0.16,-1.17,-0.88"
ITPRIPL1,-0.8813185486375388,2,1,1,Down,"0.67,-2.43"
ZMYND10,-0.8813603855448006,4,2,2,Down,"0.08,0.62,-1.85,-2.66"
LOC102552757,-0.8813855390024501,2,0,2,Down,"-0.41,-1.36"
LOC102550403,-0.881696900153263,2,0,2,Down,"-0.95,-0.82"
POLDIP2,-0.8819431524443406,4,0,4,Down,"-1.55,-1.16,-0.59,-0.61"
UNC5CL,-0.8822621911361688,3,0,3,Down,"-0.88,-1.05,-0.11"
RBBP9,-0.8824679997936986,4,1,3,Down,"-0.92,-2.82,2.92,-0.84"
ARGLU1,-0.8827250881240448,4,2,2,Down,"0.01,-2.62,0.23,-1.78"
VOM2R18,-0.8831383788964876,2,1,1,Down,"-2.04,0.27"
LOC102552403 /// LOC102557267,-0.8831449550077417,2,0,2,Down,"-1.66,-0.11"
TBX19,-0.8831515899129759,3,1,2,Down,"-0.96,-0.88,0.01"
LHB,-0.883317240412753,4,1,3,Down,"0.72,-1.03,-2.06,-0.74"
ELAVL2,-0.8840468805393752,4,2,2,Down,"-1.92,0.15,-6.33,3.03"
YIF1B,-0.8840998846230743,2,0,2,Down,"-1.35,-0.42"
AGR2,-0.8842313574372749,2,1,1,Down,"-2.19,0.42"
UBAP1L,-0.8843243336676727,3,1,2,Down,"2.86,-2.25,-0.88"
DCAF12L1,-0.8846716861358049,2,1,1,Down,"-2.15,0.38"
LOC100912510,-0.8847743936538017,2,0,2,Down,"-1.51,-0.26"
IGSF1,-0.8849954225301092,4,1,3,Down,"-1.05,-0.72,3.04,-5.12"
HDHD2,-0.8854930326463117,4,0,4,Down,"-1.12,-0.11,-0.92,-0.85"
CALR4,-0.8858696582175425,2,0,2,Down,"-0.94,-0.84"
TMEM41B,-0.8863697452485286,4,1,3,Down,"1.10,-0.23,-3.87,-1.54"
KLHL14,-0.8865188367649306,4,0,4,Down,"-0.60,-0.13,-1.17,-3.98"
WDR92,-0.8867093831956937,3,0,3,Down,"-0.25,-2.84,-0.89"
SLC45A3,-0.8873044107566358,4,1,3,Down,"0.10,-0.84,-0.93,-1.14"
MRI1,-0.8873443132752277,4,2,2,Down,"0.09,-4.83,0.39,-1.86"
MPRIP,-0.8875073456505642,4,1,3,Down,"-0.64,-5.57,-1.13,2.41"
PDZD8,-0.887695020570689,4,2,2,Down,"0.03,6.68,-2.98,-1.81"
SLC25A28,-0.8878643907070833,4,2,2,Down,"0.78,-4.43,-2.56,1.81"
STAP2,-0.8884424719702393,4,1,3,Down,"0.87,-1.27,-0.50,-4.19"
DEFA24,-0.888802184126852,2,0,2,Down,"-1.37,-0.41"
CACNG2,-0.8894331909763181,4,0,4,Down,"-0.20,-0.09,-4.08,-1.57"
DSTYK,-0.8894878634324114,4,1,3,Down,"0.05,-0.64,-3.42,-1.14"
MC4R,-0.8900333538057088,4,2,2,Down,"0.06,0.80,-1.84,-2.07"
KANSL2 /// LOC100364875,-0.8902902670570734,2,0,2,Down,"-1.39,-0.39"
LOC361914 /// SLC7A12,-0.8909157863140009,2,0,2,Down,"-1.78,-0.00"
OMD,-0.8910806148662161,4,1,3,Down,"-1.47,-0.31,3.40,-2.36"
WDR27,-0.8917296389314344,2,1,1,Down,"2.08,-3.87"
SERPINA4,-0.8920779887975002,3,1,2,Down,"-0.89,-1.79,0.06"
ZKSCAN4,-0.8921068441860862,2,0,2,Down,"-1.05,-0.74"
LOC102551546,-0.8921178897957596,2,0,2,Down,"-0.40,-1.38"
KCNIP2,-0.8926277796334245,4,2,2,Down,"-7.88,1.18,-1.94,0.16"
BPIFA1,-0.8929801674709598,3,0,3,Down,"-0.24,-1.26,-0.89"
PNPLA7,-0.893096360291125,4,1,3,Down,"-0.16,-3.73,0.25,-1.63"
YEATS2,-0.8932825355239677,4,1,3,Down,"1.30,-1.07,-1.79,-0.71"
IDO1,-0.8935752911882846,4,0,4,Down,"-0.24,-0.93,-2.16,-0.86"
LOC100909684,-0.893692814316834,2,0,2,Down,"-0.82,-0.97"
ZFP637,-0.8938677881949965,3,0,3,Down,"-0.13,-2.83,-0.89"
COL4A6,-0.8941161299644257,4,1,3,Down,"-0.97,-0.81,6.73,-2.33"
SMARCA4,-0.8943601827055025,4,1,3,Down,"-1.04,-0.91,-0.88,4.38"
BCL9L,-0.8947473885249688,4,1,3,Down,"-0.28,-2.20,-1.51,0.99"
NDUFB3,-0.8952519509387088,2,1,1,Down,"-3.13,1.34"
GPR183,-0.8953264152322216,2,1,1,Down,"3.68,-5.47"
MLF2,-0.8953935057603735,4,2,2,Down,"-1.93,0.88,-4.77,0.14"
LOC100910831 /// SYVN1,-0.8960638608524257,2,0,2,Down,"-1.18,-0.62"
LOC100363236,-0.8961706169350375,2,0,2,Down,"-0.97,-0.82"
LOC102555451,-0.8963918836368083,2,0,2,Down,"-0.43,-1.36"
PGP,-0.8967921224701498,4,0,4,Down,"-1.03,-0.32,-5.18,-0.77"
RGD1561897 /// UHMK1,-0.8969291845839626,2,1,1,Down,"-3.07,1.28"
TC2N,-0.8972763044825991,4,1,3,Down,"0.20,-3.84,-0.57,-1.23"
PRSS32,-0.8973538107033324,2,0,2,Down,"-1.53,-0.26"
WISP3,-0.8973797366290198,2,1,1,Down,"-1.82,0.03"
TMEM147,-0.8974473830200755,4,2,2,Down,"-2.63,-5.32,0.84,2.37"
FBXO18,-0.8979001730870181,3,1,2,Down,"-0.90,0.54,-1.91"
SNTA1,-0.8985048595143372,4,0,4,Down,"-0.30,-1.50,-2.52,-0.12"
PLIN1,-0.8993753054986874,3,1,2,Down,"1.22,-1.10,-0.90"
DCLK2,-0.8997323668093249,4,1,3,Down,"-0.75,1.01,-1.68,-1.05"
SST,-0.900217675400496,4,1,3,Down,"-1.42,0.39,-2.60,-0.38"
GSTM4,-0.900664744442697,4,1,3,Down,"-0.76,-1.58,0.53,-1.04"
SH3RF3,-0.9011669281038521,3,0,3,Down,"-0.47,-3.77,-0.90"
METTL22,-0.9012276764428018,4,1,3,Down,"-1.24,1.83,-4.53,-0.56"
SLC18B1,-0.9013416835615781,4,1,3,Down,"-1.40,-0.40,1.98,-3.17"
KSR2,-0.9013786311354743,2,0,2,Down,"-1.64,-0.16"
RN7SK,-0.9014140188682542,2,1,1,Down,"-3.67,1.86"
KRT86,-0.9016197797536064,3,1,2,Down,"-0.93,-0.90,0.05"
POP7,-0.9023647298465136,4,1,3,Down,"-1.04,-1.94,-0.77,0.72"
MRPL38,-0.9024262241264485,4,0,4,Down,"-0.95,-0.86,-3.16,-0.03"
THUMPD1,-0.9030196509266715,4,0,4,Down,"-0.13,-0.69,-2.07,-1.11"
MMEL1,-0.9032734677535503,4,2,2,Down,"0.78,0.42,-3.35,-2.22"
ZKSCAN7,-0.9034818216059906,2,1,1,Down,"0.16,-1.97"
EEFSEC,-0.9035091314504193,4,0,4,Down,"-1.23,-2.98,-0.51,-0.58"
MAN2C1,-0.9035816647442524,4,0,4,Down,"-0.61,-0.17,-1.20,-2.38"
SLC36A3,-0.9036922320186371,3,1,2,Down,"0.75,-1.52,-0.90"
MTERF2,-0.9050097266138517,2,0,2,Down,"-1.30,-0.51"
SRCAP,-0.9051121701050355,4,1,3,Down,"-0.24,0.75,-1.57,-1.94"
PTPRM,-0.9051678465957671,4,0,4,Down,"-0.07,-1.15,-0.66,-4.03"
OLR1867,-0.9054403227338386,2,0,2,Down,"-0.96,-0.86"
RBM10,-0.9057544175930639,4,1,3,Down,"0.11,-0.19,-1.96,-1.62"
GMCL1,-0.9057572591140953,4,2,2,Down,"0.35,1.46,-2.16,-2.81"
PRCC,-0.9060859989730329,4,1,3,Down,"-0.65,2.15,-1.25,-1.16"
FAM76A,-0.9061469071094742,4,1,3,Down,"-1.09,0.44,-0.72,-1.82"
KIF1B,-0.9062025310627752,4,1,3,Down,"-0.74,13.08,-1.07,-1.10"
DNASE1L2 /// E4F1,-0.9062842786715513,2,0,2,Down,"-1.67,-0.15"
RT1-N1 /// RT1-N2,-0.9063847129277278,2,1,1,Down,"0.93,-2.74"
CNTROB,-0.9067855973577181,2,0,2,Down,"-1.09,-0.72"
URI1,-0.9068343924250292,4,1,3,Down,"-0.13,-5.69,-1.68,0.81"
FUNDC2,-0.9069859982947921,4,1,3,Down,"-0.96,-0.85,-2.07,0.73"
ASTE1,-0.907113652790983,2,1,1,Down,"1.78,-3.60"
NDUFA10 /// NDUFA10L1,-0.9071427980977586,2,0,2,Down,"-1.53,-0.28"
LOC100366231 /// LOC100911002 /// LOC102556910,-0.9073196559837708,2,0,2,Down,"-1.35,-0.47"
PIGL,-0.9073646394923475,4,1,3,Down,"1.14,-1.98,-1.25,-0.57"
OXCT2A,-0.9078474920216583,2,1,1,Down,"-2.06,0.24"
IGFBP4,-0.9079873684319855,4,1,3,Down,"-0.25,-1.56,-1.76,2.06"
LOC102550606,-0.9083496061091871,2,0,2,Down,"-0.89,-0.93"
LOC171573,-0.9086411646496617,2,0,2,Down,"-0.22,-1.60"
MRPS25,-0.9090320351010487,3,1,2,Down,"-1.12,-0.91,0.63"
RBM4B,-0.9095169649576915,4,2,2,Down,"0.65,-4.34,0.68,-2.47"
ATP6V0B,-0.9105438880858483,4,2,2,Down,"-2.82,1.94,-2.63,0.81"
DMD,-0.9117095677887133,4,1,3,Down,"-1.62,0.89,-3.16,-0.20"
ZDHHC15,-0.91185951305841,2,0,2,Down,"-1.23,-0.59"
PPEF2,-0.9119344709248784,2,0,2,Down,"-0.35,-1.48"
LOC102554645,-0.9122788532477372,2,0,2,Down,"-1.79,-0.04"
